[Ep  14400/25000] reward=1.934 | eps=0.468 | success_rate=0.96 | q_states=76224
[Ep  14600/25000] reward=1.954 | eps=0.459 | success_rate=0.92 | q_states=76240
[Ep  14800/25000] reward=1.948 | eps=0.450 | success_rate=0.95 | q_states=76243
[Ep  15000/25000] reward=1.972 | eps=0.441 | success_rate=0.91 | q_states=76244
[Ep  15200/25000] reward=1.941 | eps=0.432 | success_rate=0.91 | q_states=76244
[Ep  15400/25000] reward=1.917 | eps=0.423 | success_rate=0.93 | q_states=76244
[Ep  15600/25000] reward=1.954 | eps=0.414 | success_rate=0.91 | q_states=76244
[Ep  15800/25000] reward=1.970 | eps=0.405 | success_rate=0.90 | q_states=76244
[Ep  16000/25000] reward=1.952 | eps=0.396 | success_rate=0.87 | q_states=76244
[Ep  16200/25000] reward=1.970 | eps=0.388 | success_rate=0.96 | q_states=76246
[Ep  16400/25000] reward=1.962 | eps=0.379 | success_rate=0.95 | q_states=76246
[Ep  16600/25000] reward=1.954 | eps=0.370 | success_rate=0.95 | q_states=76252
[Ep  16800/25000] reward=1.973 | eps=0.361 | success_rate=0.97 | q_states=76256
[Ep  17000/25000] reward=1.959 | eps=0.352 | success_rate=0.95 | q_states=76256
[Ep  17200/25000] reward=1.961 | eps=0.343 | success_rate=0.95 | q_states=76256
[Ep  17400/25000] reward=1.956 | eps=0.334 | success_rate=0.94 | q_states=76258
[Ep  17600/25000] reward=1.959 | eps=0.325 | success_rate=0.97 | q_states=76260
[Ep  17800/25000] reward=1.945 | eps=0.316 | success_rate=0.91 | q_states=76260
[Ep  18000/25000] reward=1.952 | eps=0.307 | success_rate=0.98 | q_states=76260
[Ep  18200/25000] reward=1.958 | eps=0.298 | success_rate=0.99 | q_states=76260
[Ep  18400/25000] reward=1.972 | eps=0.289 | success_rate=0.94 | q_states=76260
[Ep  18600/25000] reward=1.956 | eps=0.280 | success_rate=0.98 | q_states=76260
[Ep  18800/25000] reward=1.955 | eps=0.271 | success_rate=0.94 | q_states=76260
[Ep  19000/25000] reward=1.961 | eps=0.262 | success_rate=0.96 | q_states=76260
[Ep  19200/25000] reward=1.970 | eps=0.253 | success_rate=0.96 | q_states=76260
[Ep  19400/25000] reward=1.969 | eps=0.244 | success_rate=0.91 | q_states=76260
[Ep  19600/25000] reward=1.965 | eps=0.236 | success_rate=0.96 | q_states=76260
[Ep  19800/25000] reward=1.965 | eps=0.227 | success_rate=0.97 | q_states=76260
[Ep  20000/25000] reward=1.958 | eps=0.218 | success_rate=0.96 | q_states=76260
[Ep  20200/25000] reward=1.961 | eps=0.209 | success_rate=0.96 | q_states=76260
[Ep  20400/25000] reward=1.972 | eps=0.200 | success_rate=0.97 | q_states=76262
[Ep  20600/25000] reward=1.968 | eps=0.191 | success_rate=0.98 | q_states=76262
[Ep  20800/25000] reward=1.972 | eps=0.182 | success_rate=0.97 | q_states=76262
[Ep  21000/25000] reward=1.975 | eps=0.173 | success_rate=0.99 | q_states=76262
[Ep  21200/25000] reward=1.978 | eps=0.164 | success_rate=0.99 | q_states=76262
[Ep  21400/25000] reward=1.969 | eps=0.155 | success_rate=0.98 | q_states=76262
[Ep  21600/25000] reward=1.968 | eps=0.146 | success_rate=0.96 | q_states=76262
[Ep  21800/25000] reward=1.970 | eps=0.137 | success_rate=0.99 | q_states=76262
[Ep  22000/25000] reward=1.975 | eps=0.128 | success_rate=0.99 | q_states=76262
[Ep  22200/25000] reward=1.973 | eps=0.119 | success_rate=0.98 | q_states=76262
[Ep  22400/25000] reward=1.979 | eps=0.110 | success_rate=0.98 | q_states=76262
[Ep  22600/25000] reward=1.975 | eps=0.101 | success_rate=1.00 | q_states=76262
[Ep  22800/25000] reward=1.975 | eps=0.092 | success_rate=1.00 | q_states=76262
[Ep  23000/25000] reward=1.970 | eps=0.084 | success_rate=0.97 | q_states=76262
[Ep  23200/25000] reward=1.976 | eps=0.075 | success_rate=0.99 | q_states=76262
[Ep  23400/25000] reward=1.973 | eps=0.066 | success_rate=1.00 | q_states=76262
[Ep  23600/25000] reward=1.976 | eps=0.057 | success_rate=1.00 | q_states=76262
[Ep  23800/25000] reward=1.973 | eps=0.050 | success_rate=1.00 | q_states=76262
[Ep  24000/25000] reward=1.982 | eps=0.050 | success_rate=1.00 | q_states=76262
[Ep  24200/25000] reward=1.980 | eps=0.050 | success_rate=1.00 | q_states=76262
[Ep  24400/25000] reward=1.921 | eps=0.050 | success_rate=1.00 | q_states=76262
[Ep  24600/25000] reward=1.982 | eps=0.050 | success_rate=1.00 | q_states=76262
[Ep  24800/25000] reward=1.976 | eps=0.050 | success_rate=1.00 | q_states=76262
[Ep  24999/25000] reward=1.966 | eps=0.050 | success_rate=0.99 | q_states=76262
